Scientific_name (FAO),English_name (FAO),ISSCAAP name,taxgroup
Hemigrammocapoeta kemali,,"Carps, barbels and other cyprinids",other fw fish
Hemigrammocypris lini,Garnet minnow,"Carps, barbels and other cyprinids",other fw fish
Hemitremia flammea,Flame chub,"Carps, barbels and other cyprinids",other fw fish
Henicorhynchus caudimaculatus,,"Carps, barbels and other cyprinids",other fw fish
Henicorhynchus siamensis,Siamese mud carp,"Carps, barbels and other cyprinids",other fw fish
Horadandia atukorali,,"Carps, barbels and other cyprinids",other fw fish
Raiamas ansorgii,,"Carps, barbels and other cyprinids",other fw fish
Hypselobarbus curmuca,,"Carps, barbels and other cyprinids",other fw fish
Hypselobarbus jerdoni,Jerdon's carp,"Carps, barbels and other cyprinids",other fw fish
Hypsibarbus lagleri,,"Carps, barbels and other cyprinids",other fw fish
Hypsibarbus pierrei,,"Carps, barbels and other cyprinids",other fw fish
Hypsibarbus wetmorei,,"Carps, barbels and other cyprinids",other fw fish
Hypsibarbus spp,,"Carps, barbels and other cyprinids",other fw fish
Iberocypris palaciosi,,"Carps, barbels and other cyprinids",other fw fish
Inlecypris auropurpureus,,"Carps, barbels and other cyprinids",other fw fish
Iranocypris typhlops,Iran cave barb,"Carps, barbels and other cyprinids",other fw fish
Kalimantania lawak,,"Carps, barbels and other cyprinids",other fw fish
Ladigesocypris ghigii,,"Carps, barbels and other cyprinids",other fw fish
Ladislavia taczanowskii,Tachanovsky's gudgeon,"Carps, barbels and other cyprinids",other fw fish
Lagowskiella czekanowskii,Czekanowski's minnow,"Carps, barbels and other cyprinids",other fw fish
Lepidopygopsis typus,,"Carps, barbels and other cyprinids",other fw fish
Leptocypris guineensis,,"Carps, barbels and other cyprinids",other fw fish
Leptocypris niloticus,,"Carps, barbels and other cyprinids",other fw fish
Leucalburnus kosswigi,,"Carps, barbels and other cyprinids",other fw fish
Leucaspius delineatus,Belica,"Carps, barbels and other cyprinids",other fw fish
Lobocheilos bo,,"Carps, barbels and other cyprinids",other fw fish
Longiculter siahi,,"Carps, barbels and other cyprinids",other fw fish
Luciosoma bleekeri,,"Carps, barbels and other cyprinids",other fw fish
Lythrurus roseipinnis,Cherryfin shiner,"Carps, barbels and other cyprinids",other fw fish
Lythrurus snelsoni,Ouachita shiner,"Carps, barbels and other cyprinids",other fw fish
Macrhybopsis aestivalis,Speckled chub,"Carps, barbels and other cyprinids",other fw fish
Macrochirichthys macrochirus,Long pectoral-fin minnow,"Carps, barbels and other cyprinids",other fw fish
Margariscus margarita,Pearl dace,"Carps, barbels and other cyprinids",other fw fish
Meda fulgida,Spikedace,"Carps, barbels and other cyprinids",other fw fish
Mekongina erythrospila,,"Carps, barbels and other cyprinids",other fw fish
Mesobola brevianalis,River sardine,"Carps, barbels and other cyprinids",other fw fish
Microphysogobio koreensis,,"Carps, barbels and other cyprinids",other fw fish
Microrasbora erythromicron,,"Carps, barbels and other cyprinids",other fw fish
Moapa coriacea,Moapa dace,"Carps, barbels and other cyprinids",other fw fish
Mylopharodon conocephalus,Hardhead,"Carps, barbels and other cyprinids",other fw fish
Mystacoleucus argenteus,,"Carps, barbels and other cyprinids",other fw fish
Mystacoleucus padangensis,,"Carps, barbels and other cyprinids",other fw fish
Mystacoleucus marginatus,,"Carps, barbels and other cyprinids",other fw fish
Mystacoleucus atridorsalis,,"Carps, barbels and other cyprinids",other fw fish
Nematabramis alestes,,"Carps, barbels and other cyprinids",other fw fish
Neobola moeruensis,,"Carps, barbels and other cyprinids",other fw fish
Neolissochilus blanci,,"Carps, barbels and other cyprinids",other fw fish
Neolissochilus hexagonolepis,Copper mahseer,"Carps, barbels and other cyprinids",other fw fish
Ochetobius elongatus,,"Carps, barbels and other cyprinids",other fw fish
Onychostoma alticorpus,Taiwan ku fish,"Carps, barbels and other cyprinids",other fw fish
Opsaridium microlepis,Lake salmon,"Carps, barbels and other cyprinids",other fw fish
Opsopoeodus emiliae,Pugnose minnow,"Carps, barbels and other cyprinids",other fw fish
Oreichthys cosuatis,,"Carps, barbels and other cyprinids",other fw fish
Oreoleuciscus handlirschi,,"Carps, barbels and other cyprinids",other fw fish
Ospatulus palaemophagus,,"Carps, barbels and other cyprinids",other fw fish
Osteobrama belangeri,Manipur osteobrama,"Carps, barbels and other cyprinids",other fw fish
Osteobrama cotio,,"Carps, barbels and other cyprinids",other fw fish
Oxygaster anomalura,,"Carps, barbels and other cyprinids",other fw fish
Oxygaster pointoni,,"Carps, barbels and other cyprinids",other fw fish
Pachychilon macedonicum,,"Carps, barbels and other cyprinids",other fw fish
Parachela cyanea,,"Carps, barbels and other cyprinids",other fw fish
Parachela oxygastroides,,"Carps, barbels and other cyprinids",other fw fish
Parachela siamensis,,"Carps, barbels and other cyprinids",other fw fish
Paracrossochilus acerus,,"Carps, barbels and other cyprinids",other fw fish
Paralaubuca barroni,,"Carps, barbels and other cyprinids",other fw fish
Parapsilorhynchus tentaculatus,,"Carps, barbels and other cyprinids",other fw fish
Pararasbora moltrechti,,"Carps, barbels and other cyprinids",other fw fish
Parazacco vuquangensis,,"Carps, barbels and other cyprinids",other fw fish
Parluciosoma labiosa,,"Carps, barbels and other cyprinids",other fw fish
Pectenocypris balaena,,"Carps, barbels and other cyprinids",other fw fish
Phoxinellus adspersus,,"Carps, barbels and other cyprinids",other fw fish
Phoxinus cumberlandensis,Blackside dace,"Carps, barbels and other cyprinids",other fw fish
Phoxinus eos,Northern redbelly dace,"Carps, barbels and other cyprinids",other fw fish
Phoxinus erythrogaster,Southern redbelly dace,"Carps, barbels and other cyprinids",other fw fish
Phoxinus neogaeus,Finescale dace,"Carps, barbels and other cyprinids",other fw fish
Phoxinus phoxinus,Eurasian minnow,"Carps, barbels and other cyprinids",other fw fish
Phreatichthys andruzzii,Somalian cavefish,"Carps, barbels and other cyprinids",other fw fish
Plagiognathops microlepis,Smallscale yellowfin,"Carps, barbels and other cyprinids",other fw fish
Platygobio gracilis,Flathead chub,"Carps, barbels and other cyprinids",other fw fish
Platypharodon extremus,,"Carps, barbels and other cyprinids",other fw fish
Poropuntius deauratus,,"Carps, barbels and other cyprinids",other fw fish
Procypris merus,,"Carps, barbels and other cyprinids",other fw fish
Procypris rabaudi,Rock carp,"Carps, barbels and other cyprinids",other fw fish
Prolabeo batesi,,"Carps, barbels and other cyprinids",other fw fish
Prolabeops melanhypoptera,,"Carps, barbels and other cyprinids",other fw fish
Pseudobarbus asper,Smallscale redfin,"Carps, barbels and other cyprinids",other fw fish
Pseudolaubuca jouyi,,"Carps, barbels and other cyprinids",other fw fish
Pseudoperilampus hondae,,"Carps, barbels and other cyprinids",other fw fish
Pseudophoxinus stymphalicus,,"Carps, barbels and other cyprinids",other fw fish
Pseudopungtungia nigra,,"Carps, barbels and other cyprinids",other fw fish
Ptychidio jordani,,"Carps, barbels and other cyprinids",other fw fish
Pungtungia herzi,,"Carps, barbels and other cyprinids",other fw fish
Puntioplites bulu,,"Carps, barbels and other cyprinids",other fw fish
Puntioplites waandersi,,"Carps, barbels and other cyprinids",other fw fish
Puntioplites proctozystron,,"Carps, barbels and other cyprinids",other fw fish
Rasborichthys helfrichii,,"Carps, barbels and other cyprinids",other fw fish
Rasborinus lineatus,,"Carps, barbels and other cyprinids",other fw fish
Rectoris posehensis,,"Carps, barbels and other cyprinids",other fw fish
Relictus solitarius,Relict dace,"Carps, barbels and other cyprinids",other fw fish
Richardsonius balteatus,Redside shiner,"Carps, barbels and other cyprinids",other fw fish
Rohteichthys microlepis,,"Carps, barbels and other cyprinids",other fw fish
Romanogobio tenuicorpus,Amur whitefin gudgeon,"Carps, barbels and other cyprinids",other fw fish
Salmostoma bacaila,Large razorbelly minnow,"Carps, barbels and other cyprinids",other fw fish
Sanagia velifera,,"Carps, barbels and other cyprinids",other fw fish
Saurogobio dabryi,Chinese lizard gudgeon,"Carps, barbels and other cyprinids",other fw fish
Sawbwa resplendens,,"Carps, barbels and other cyprinids",other fw fish
Scaphognathops bandanensis,,"Carps, barbels and other cyprinids",other fw fish
Schismatorhynchos heterorhynchos,,"Carps, barbels and other cyprinids",other fw fish
Schizocypris brucei,,"Carps, barbels and other cyprinids",other fw fish
Schizothorax curvifrons,Sattar snowtrout,"Carps, barbels and other cyprinids",other fw fish
Schizothorax esocinus,,"Carps, barbels and other cyprinids",other fw fish
Schizothorax richardsonii,Common snowtrout,"Carps, barbels and other cyprinids",other fw fish
Schizothorax yunnanensis,,"Carps, barbels and other cyprinids",other fw fish
Schizothorax cryptolepis,,"Carps, barbels and other cyprinids",other fw fish
Schizothorax davidi,,"Carps, barbels and other cyprinids",other fw fish
Schizothorax prenanti,,"Carps, barbels and other cyprinids",other fw fish
Schizothorax molesworthi,Blunt- nosed snowtrout,"Carps, barbels and other cyprinids",other fw fish
Schizothorax progastus,Dinnawah snowtrout,"Carps, barbels and other cyprinids",other fw fish
Schizothorax plagiostomus,,"Carps, barbels and other cyprinids",other fw fish
Schizothorax spp,Snowtrouts nei,"Carps, barbels and other cyprinids",other fw fish
Securicula gora,,"Carps, barbels and other cyprinids",other fw fish
Semilabeo notabilis,,"Carps, barbels and other cyprinids",other fw fish
Sikukia gudgeri,,"Carps, barbels and other cyprinids",other fw fish
Sinibrama macrops,,"Carps, barbels and other cyprinids",other fw fish
Sinilabeo decorus,,"Carps, barbels and other cyprinids",other fw fish
Sinocyclocheilus anatirostris,,"Carps, barbels and other cyprinids",other fw fish
Sinocyclocheilus grahami,Golden-line barbel,"Carps, barbels and other cyprinids",other fw fish
Spinibarbus denticulatus,,"Carps, barbels and other cyprinids",other fw fish
Spinibarbus sinensis,,"Carps, barbels and other cyprinids",other fw fish
Spratellicypris palata,,"Carps, barbels and other cyprinids",other fw fish
Squalidus biwae,,"Carps, barbels and other cyprinids",other fw fish
Stypodon signifer,Stumptooth minnow,"Carps, barbels and other cyprinids",other fw fish
Systomus brevis,,"Carps, barbels and other cyprinids",other fw fish
Systomus partipentazona,,"Carps, barbels and other cyprinids",other fw fish
Systomus sarana,Olive barb,"Carps, barbels and other cyprinids",other fw fish
Thryssocypris ornithostoma,,"Carps, barbels and other cyprinids",other fw fish
Tropidophoxinellus hellenicus,,"Carps, barbels and other cyprinids",other fw fish
Typhlobarbus nudiventris,,"Carps, barbels and other cyprinids",other fw fish
Xenobarbus loveridgei,,"Carps, barbels and other cyprinids",other fw fish
Xenocypris argentea,Yellowfin,"Carps, barbels and other cyprinids",other fw fish
Xenocypris davidi,,"Carps, barbels and other cyprinids",other fw fish
Blicca bjoerkna,White bream,"Carps, barbels and other cyprinids",other fw fish
Barbonymus gonionotus,Silver barb,"Carps, barbels and other cyprinids",other fw fish
Barbonymus altus,Red tailed tinfoil,"Carps, barbels and other cyprinids",other fw fish
Barbonymus schwanenfeldii,Tinfoil barb,"Carps, barbels and other cyprinids",other fw fish
Luciobarbus bocagei,,"Carps, barbels and other cyprinids",other fw fish
Luciobarbus comizo,,"Carps, barbels and other cyprinids",other fw fish
Luciobarbus graellsii,,"Carps, barbels and other cyprinids",other fw fish
Luciobarbus sclateri,Andalusian barbel,"Carps, barbels and other cyprinids",other fw fish
Luciobarbus capito,Bulatmai barbel,"Carps, barbels and other cyprinids",other fw fish
Gymnodiptychus dybowskii,Naked osman,"Carps, barbels and other cyprinids",other fw fish
Gymnodiptychus pachycheilus,,"Carps, barbels and other cyprinids",other fw fish
Aspiorhynchus laticeps,Big-head schizothoracin,"Carps, barbels and other cyprinids",other fw fish
Coreius guichenoti,,"Carps, barbels and other cyprinids",other fw fish
Percocypris pingi,,"Carps, barbels and other cyprinids",other fw fish
Ancherythroculter nigrocauda,,"Carps, barbels and other cyprinids",other fw fish
Varicorhinus beso,African scraping feeder,"Carps, barbels and other cyprinids",other fw fish
Cyprinidae,Cyprinids nei,"Carps, barbels and other cyprinids",other fw fish
Gyrinocheilus aymonieri,Siamese algae-eater,"Carps, barbels and other cyprinids",other fw fish
Acanthopsoides delphax,,"Carps, barbels and other cyprinids",other fw fish
Acantopsis choirorhynchos,Horseface loach,"Carps, barbels and other cyprinids",other fw fish
Botia dario,Bengal loach,"Carps, barbels and other cyprinids",other fw fish
Botia spp,,"Carps, barbels and other cyprinids",other fw fish
Cobitis aurata,Golden spined loach,"Carps, barbels and other cyprinids",other fw fish
Cobitis biwae,,"Carps, barbels and other cyprinids",other fw fish
Cobitis taenia,,"Carps, barbels and other cyprinids",other fw fish
Cobitis granoei,,"Carps, barbels and other cyprinids",other fw fish
Cobitis maroccana,,"Carps, barbels and other cyprinids",other fw fish
Lepidocephalichthys guntea,Guntea loach,"Carps, barbels and other cyprinids",other fw fish
Lepidocephalichthys thermalis,,"Carps, barbels and other cyprinids",other fw fish
Somileptes gongota,,"Carps, barbels and other cyprinids",other fw fish
Sabanejewia balcanica,,"Carps, barbels and other cyprinids",other fw fish
Paramisgurnus dabryanus,,"Carps, barbels and other cyprinids",other fw fish
Pangio agma,,"Carps, barbels and other cyprinids",other fw fish
Niwaella delicata,,"Carps, barbels and other cyprinids",other fw fish
Leptobotia curta,,"Carps, barbels and other cyprinids",other fw fish
Neoeucirrhichthys maydelli,,"Carps, barbels and other cyprinids",other fw fish
Lepidocephalus annandalei,,"Carps, barbels and other cyprinids",other fw fish
Misgurnus anguillicaudatus,Pond loach,"Carps, barbels and other cyprinids",other fw fish
Misgurnus fossilis,Weatherfish,"Carps, barbels and other cyprinids",other fw fish
Misgurnus mizolepis,Chinese muddy loach,"Carps, barbels and other cyprinids",other fw fish
Iksookimia choii,Choi's spiny loach,"Carps, barbels and other cyprinids",other fw fish
Enobarbichthys maculatus,,"Carps, barbels and other cyprinids",other fw fish
Chromobotia macracanthus,Clown loach,"Carps, barbels and other cyprinids",other fw fish
Yasuhikotakia modesta,Redtail botia,"Carps, barbels and other cyprinids",other fw fish
Syncrossus hymenophysa,Tiger loach,"Carps, barbels and other cyprinids",other fw fish
Psilorhynchus sucatio,,"Carps, barbels and other cyprinids",other fw fish
Aborichthys elongatus,,"Carps, barbels and other cyprinids",other fw fish
Acanthocobitis botia,Mottled loach,"Carps, barbels and other cyprinids",other fw fish
